id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,total_points,event_points,points_per_game,form,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,price_change_percent,cost_change_event_fall,cost_change_start_fall,status,chance_of_playing_next_round,news,news_added,ep_this,ep_next,team_join_date,birth_date
180,Woolfenden,Luke,Woolfenden,7,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,669,1104,669,1104,-9.0,0,0,a,,,,1.0,1.0,2025-09-01,1998-10-21
181,Brau,Miguel,Brau,7,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,165,201,165,201,0.0,0,0,a,,,,1.0,1.0,2025-07-01,2001-12-27
182,Amenda,Aurèle,Amenda,7,2,40,0,0,1,1,1.0,1.0,90,1,0,0,0,3,0,0,0,0,1,0.00,0.01,0.01,1.88,9,0.9,1774,2652,1774,2652,-2.2,0,0,a,,,,1.0,1.0,2026-07-16,2003-07-31
183,Rudoni,Jack,Rudoni,7,3,50,0,0,1,1,1.0,1.0,20,0,0,0,0,0,0,0,0,0,3,0.15,0.00,0.15,0.29,5,0.1,447,799,447,799,-8.8,0,0,a,100,,2026-07-23T12:01:23.481435Z,1.5,1.5,2024-06-20,2001-06-14
184,Grimes,Matt,Grimes,7,3,50,0,0,2,2,2.0,2.0,90,1,0,0,0,3,0,0,0,0,14,0.00,0.01,0.01,1.88,7,0.2,1021,962,1021,962,0.2,0,0,a,,,,1.5,1.5,2025-01-31,1995-07-15
185,Sakamoto,Tatsuhiro,Sakamoto,7,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,82,915,82,915,-37.3,0,0,a,,,,1.5,1.5,2023-07-10,1996-10-22
186,Mason-Clark,Ephron,Mason-Clark,7,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,176,1016,176,1016,-32.8,0,0,a,100,,2026-08-19T18:00:08.310507Z,2.0,2.0,2024-02-01,1999-08-25
187,Eccles,Josh,Eccles,7,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,47,166,47,166,-39.9,0,0,a,,,,1.5,1.5,2018-07-01,2000-04-06
188,Torp,Victor,Torp,7,3,55,0,0,1,1,1.0,1.0,28,0,0,0,0,0,0,0,0,0,8,0.00,0.11,0.11,0.32,1,0.2,127,1147,127,1147,-27.9,0,0,a,,,,2.0,2.0,2024-01-11,1999-07-30
189,Shepherd,George,Shepherd,7,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,685,2027,685,2027,-16.8,0,0,a,,,,1.0,1.0,,
190,Tchaouna,Loum,Tchaouna,7,3,55,0,0,2,2,2.0,2.0,81,1,0,0,0,3,0,0,0,0,11,0.04,0.02,0.06,1.76,8,0.2,929,777,929,777,0.1,0,0,a,,,,2.0,2.0,2026-07-11,2003-09-08
191,Borges Rodrigues,Raphael,Borges Rodrigues,7,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,433,1232,433,1232,-17.9,0,0,a,,,,1.0,1.0,2024-07-01,2003-09-11
192,Andrews,Kaine,Andrews,7,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.7,1886,4734,1886,4734,-15.9,0,0,a,,,,1.0,1.0,2023-08-11,2006-08-06
193,Wright,Haji,Wright,7,4,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,74,3876,74,3876,-48.1,0,0,i,0,Thigh injury - Unknown return date,2026-08-14T22:00:07.214508Z,0.0,0.0,2023-08-04,1998-03-27
194,Thomas-Asante,Brandon,Thomas-Asante,7,4,50,0,0,2,2,2.0,2.0,69,1,0,0,0,3,0,0,0,0,9,0.00,0.02,0.02,1.60,6,0.8,7952,4620,7952,4620,1.7,0,0,a,,,,1.4,1.4,2024-08-01,1998-12-29
195,Simms,Ellis,Simms,7,4,50,0,0,2,2,2.0,2.0,69,1,0,0,0,3,0,0,0,0,7,0.00,0.01,0.01,1.60,3,1.0,10865,5252,10865,5252,2.9,0,0,a,,,,1.4,1.4,2023-07-07,2001-01-05
196,Markelo,Jahnoah,Markelo,7,4,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,452,0,452,0.0,0,0,u,0,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17T13:53:55.791223Z,0.0,0.0,2026-01-27,2003-01-04
197,Bassette,Norman,Bassette,7,4,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,609,0,609,0.0,0,0,u,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,0.0,0.0,,
492,Awoniyi,Taiwo,Awoniyi,7,4,55,0,0,1,1,1.0,1.0,20,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.29,1,0.8,2968,5404,2968,5404,-13.2,0,0,a,,,,1.8,1.8,2026-08-17,1997-08-12
575,Yirenkyi,Caleb,Yirenkyi,7,3,50,0,0,1,1,1.0,1.0,61,1,0,0,0,3,1,0,0,0,2,0.00,0.00,0.00,1.56,3,0.2,533,1739,533,1739,-16.0,0,0,a,,,,1.5,1.5,2026-08-07,2006-01-15
584,Hamer,Gustavo,Hamer,7,3,55,0,0,1,1,1.0,1.0,8,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.13,1,0.1,238,873,238,873,0.0,0,0,a,,,,2.0,2.0,2026-08-11,1997-06-24
599,Cherif,Sidiki,Cherif,7,4,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,1087,863,1087,863,0.0,0,0,a,,,,1.4,1.4,2026-08-19,2006-12-15
42,Guessand,Evann,Guessand,8,3,55,0,0,1,1,1.0,1.0,27,0,0,0,0,0,0,0,0,0,3,0.03,0.02,0.05,0.14,1,0.0,276,410,276,410,-12.7,0,0,a,,,,2.0,2.0,2026-08-12,2001-07-01
198,Henderson,Dean,Henderson,8,1,50,0,0,2,2,2.0,2.0,90,1,0,0,0,2,0,0,3,0,14,0.00,0.00,0.00,1.12,0,1.9,3668,9007,3668,9007,-13.7,0,0,a,100,,2026-08-20T14:00:08.018379Z,2.0,2.6,2023-08-31,1997-03-12
199,Benitez,Walter,Benítez,8,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,332,738,332,738,-13.6,0,0,a,,,,1.9,1.9,2025-07-01,1993-01-19
201,Muñoz,Daniel,Muñoz Mejía,8,2,55,0,0,0,0,0.0,0.0,54,1,0,0,0,2,0,0,0,0,-4,0.23,0.01,0.24,0.84,4,8.9,12546,75971,12546,75971,-34.1,0,0,a,,,,2.5,2.5,2024-01-30,1996-05-26
202,Richards,Chris,Richards,8,2,50,0,0,3,3,3.0,3.0,90,1,0,0,0,2,0,0,0,0,13,0.00,0.00,0.00,1.12,16,0.7,2742,3557,2742,3557,-2.7,0,0,a,,,,2.2,2.2,2022-07-27,2000-03-28
203,Canvot,Jaydee,Canvot,8,2,50,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,9,0.05,0.01,0.06,1.12,8,0.3,583,2242,583,2242,-24.2,0,0,a,,,,2.2,2.2,2025-09-01,2006-07-29
204,Mitchell,Tyrick,Mitchell,8,2,45,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,9,0.00,0.01,0.01,1.12,5,5.8,4382,31275,4382,31275,-18.2,0,0,a,,,,1.7,1.7,2019-12-15,1999-09-01
205,Sosa,Borna,Sosa,8,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,92,221,92,221,-17.1,0,0,a,,,,1.7,1.7,2025-07-11,1998-01-21
206,Chadi Riad,Chadi,Riad Dnanou,8,2,45,0,0,1,1,1.0,1.0,72,1,0,0,0,2,0,0,0,0,7,0.00,0.01,0.01,0.98,7,0.1,248,1864,248,1864,-87.2,0,0,d,50,Knee injury - 50% chance of playing,2026-08-22T18:00:07.352049Z,1.7,0.9,2024-07-02,2003-06-17
207,Mingueza,Oscar,Mingueza,8,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,145,820,145,820,-43.4,0,0,a,,,,1.7,1.7,2026-07-09,1999-05-13
208,Sarr,Ismaïla,Sarr,8,3,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,3.4,1873,110952,1873,110952,-100.1,0,0,d,75,Groin injury - 75% chance of playing,2026-08-22T18:00:07.363165Z,2.3,1.7,2024-08-01,1998-02-25
210,Wharton,Adam,Wharton,8,3,55,0,0,4,4,4.0,4.0,90,1,0,0,0,2,0,0,0,0,20,0.00,0.24,0.24,1.12,14,0.9,4094,4650,4094,4650,-1.5,0,0,a,100,,2026-07-23T12:01:23.498963Z,2.0,2.0,2024-02-01,2004-02-06
211,Yeremy,Yéremy,Pino Santos,8,3,55,0,0,1,1,1.0,1.0,35,0,0,0,0,0,0,0,0,0,4,0.06,0.02,0.08,0.27,5,0.2,180,1447,180,1447,-31.8,0,0,a,,,,2.0,2.0,2025-08-29,2002-10-20
212,Hughes,Will,Hughes,8,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,11.2,13769,57265,13769,57265,-14.5,0,0,a,,,,1.0,1.0,2021-08-28,1995-04-17
213,Lerma,Jefferson,Lerma Solís,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,145,879,145,879,-31.7,0,0,a,,,,1.5,1.5,2023-07-01,1994-10-25
214,Kamada,Daichi,Kamada,8,3,50,0,0,3,3,3.0,3.0,90,1,0,0,0,2,1,0,0,0,25,0.00,0.27,0.27,1.12,14,0.3,1233,1898,1233,1898,-8.8,0,0,a,,,,1.5,1.5,2024-07-01,1996-08-05
215,Devenny,Justin,Devenny,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,48,117,48,117,-26.3,0,0,a,,,,1.5,1.5,2024-03-13,2003-10-11
216,Esse,Romain,Esse,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,158,387,158,387,-24.1,0,0,a,,,,1.5,1.5,2025-01-18,2005-05-13
217,M.França,Matheus,França de Oliveira,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,11,444,11,444,-71.7,0,0,a,,,,1.5,1.5,2023-08-05,2004-04-01
218,Doucouré,Cheick,Doucouré,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,172,667,172,667,-35.7,0,0,a,,,,1.5,1.5,2022-07-11,2000-01-08
219,J.Rak-Sakyi,Jesurun,Rak-Sakyi,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,21,53,21,53,-29.8,0,0,a,,,,1.5,1.5,2021-04-09,2002-10-05
220,Cardines,Rio,Cardines,8,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,46,0,46,0.0,0,0,u,0,Has joined Bristol City on loan for the rest of the season,2026-08-12T14:08:46.501813Z,0.0,0.0,2025-07-24,2006-07-01
221,Drakes-Thomas,Joél,Drakes-Thomas,8,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,275,630,275,630,-16.0,0,0,a,,,,1.0,1.0,2025-12-10,2009-06-09
222,Strand Larsen,Jørgen,Strand Larsen,8,4,60,0,0,1,1,1.0,1.0,27,0,0,0,0,0,0,0,0,0,3,0.25,0.01,0.26,0.14,0,0.5,940,4223,940,4223,-30.6,0,0,a,,,,2.0,2.0,2026-02-02,2000-02-06
223,Mateta,Jean-Philippe,Mateta,8,4,65,0,0,2,2,2.0,2.0,62,1,0,0,0,2,0,0,0,0,-3,0.70,0.02,0.72,0.98,5,5.4,15547,40325,15547,40325,-21.7,0,0,a,,,,2.1,2.1,2022-01-31,1997-06-28
224,Nketiah,Eddie,Nketiah,8,4,55,0,0,1,1,1.0,1.0,55,1,0,0,0,2,0,0,0,0,12,0.60,0.58,1.18,0.84,3,0.5,1995,3478,1995,3478,-13.2,0,0,a,,,,1.8,1.8,2024-08-30,1999-05-30
225,Uche,Christantus,Uche,8,4,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,0,0,0,0.0,0,0,u,0,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,0.0,0.0,,
241,McNeil,Dwight,McNeil,8,3,55,0,0,2,2,2.0,2.0,62,1,0,0,0,2,0,0,0,0,11,0.05,0.02,0.07,0.98,5,0.2,223,952,223,952,-18.7,0,0,a,,,,2.0,2.0,2026-08-11,1999-11-22
555,Matthews,Remi,Matthews,8,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.8,3820,4085,3820,4085,0.2,0,0,a,,,,1.0,1.0,2021-07-13,1994-02-10
577,Tomiyasu,Takehiro,Tomiyasu,8,2,45,0,0,1,1,1.0,1.0,18,0,0,0,0,0,0,0,0,0,3,0.00,0.01,0.01,0.14,1,0.4,622,1614,622,1614,-10.8,0,0,a,,,,1.7,1.7,2026-08-06,1998-11-05
588,Khalaili,Anan,Khalaili,8,2,50,0,0,1,1,1.0,1.0,35,0,0,0,0,0,0,0,0,0,12,0.00,0.16,0.16,0.27,9,0.1,315,482,315,482,0.0,0,0,a,,,,2.2,2.2,2026-08-15,2004-09-03
595,Gozo,Zavier,Gozo,8,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,83,101,83,101,0.0,0,0,a,,,,1.5,1.5,2026-08-18,2007-03-22
21,Nørgaard,Christian,Nørgaard,9,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,77,1981,77,1981,-40.2,0,0,i,0,Unspecified injury - Unknown return date,2026-08-15T20:00:06.779594Z,0.0,0.0,2026-08-05,1994-03-10
209,Johnson,Brennan,Johnson,9,3,60,0,0,1,1,1.0,1.0,6,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.29,2,0.2,352,1539,352,1539,-36.5,0,0,a,,,,2.2,2.2,2026-08-11,2001-05-23
226,Pickford,Jordan,Pickford,9,1,55,0,0,7,7,7.0,7.0,90,1,0,0,1,0,0,0,4,0,34,0.00,0.02,0.02,1.96,0,8.7,42384,15168,42384,15168,10.0,0,0,a,,,,3.3,3.3,2017-07-01,1994-03-07
227,Travers,Mark,Travers,9,1,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,177,244,177,244,-12.0,0,0,a,,,,2.6,2.6,2025-07-15,1999-05-18
228,King,Tom,King,9,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,158,245,158,245,-8.0,0,0,a,,,,1.9,1.9,2025-08-15,1995-03-09
229,Tarkowski,James,Tarkowski,9,2,60,0,0,6,6,6.0,6.0,90,1,0,0,1,0,0,0,0,0,25,0.05,0.00,0.05,1.96,9,8.8,29410,18793,29410,18793,4.4,0,0,a,,,,2.8,2.8,2022-07-01,1992-11-19
230,Branthwaite,Jarrad,Branthwaite,9,2,55,0,0,6,6,6.0,6.0,90,1,0,0,1,0,0,0,0,0,27,0.00,0.01,0.01,1.96,8,1.8,12994,4797,12994,4797,4.0,0,0,a,,,,2.5,2.5,2020-06-20,2002-06-27
231,Keane,Michael,Keane,9,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.5,2463,15074,2463,15074,-40.7,0,0,a,,,,2.2,2.2,2017-07-03,1993-01-11
232,O'Brien,Jake,O'Brien,9,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.5,1061,4222,1061,4222,-33.4,0,0,a,,,,2.2,2.2,2024-07-30,2001-05-15
233,Mykolenko,Vitalii,Mykolenko,9,2,45,0,0,6,6,6.0,6.0,90,1,0,0,1,0,0,0,0,0,27,0.00,0.05,0.05,1.96,4,1.6,12816,4652,12816,4652,3.5,0,0,a,,,,1.7,1.7,2022-01-01,1999-05-29
234,Patterson,Nathan,Patterson,9,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,138,237,138,237,-11.6,0,0,a,,,,1.7,1.7,2022-01-04,2001-10-16
235,Aznou,Adam,Aznou,9,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,711,1052,711,1052,-5.1,0,0,a,,,,1.0,1.0,2025-07-29,2006-06-02
236,Dewsbury-Hall,Kiernan,Dewsbury-Hall,9,3,65,0,0,11,11,11.0,11.0,90,1,1,0,1,0,0,0,0,3,40,0.12,0.17,0.29,1.92,8,4.3,84802,14974,84802,14974,33.4,0,0,a,,,,2.3,2.3,2025-08-06,1998-09-06
237,Ndiaye,Iliman,Ndiaye,9,3,60,0,0,9,9,9.0,9.0,90,1,0,1,1,0,0,0,0,1,36,0.24,0.32,0.56,1.96,12,16.1,73729,28321,73729,28321,22.2,0,0,a,,,,2.2,2.2,2024-07-03,2000-03-06
239,Garner,James,Garner,9,3,60,0,0,1,1,1.0,1.0,11,0,0,0,0,0,0,0,0,0,6,0.00,0.03,0.03,0.34,1,0.1,814,1103,814,1103,0.0,0,0,a,100,,2026-07-25T14:30:10.455878Z,0.5,2.2,2022-09-01,2001-03-13
240,Iroegbunam,Tim,Iroegbunam,9,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,15,245,15,245,-37.2,0,0,i,0,Thigh injury - Unknown return date,2026-08-15T20:00:06.878792Z,0.0,0.0,2024-06-22,2003-06-30
242,George,Tyrique,George,9,3,55,0,0,3,3,3.0,3.0,83,1,0,0,1,0,0,0,0,0,13,0.18,0.08,0.26,1.67,7,0.3,1341,1451,1341,1451,0.0,0,0,a,,,,2.0,2.0,2026-07-06,2006-02-04
243,Alcaraz,Carlos,Alcaraz Durán,9,3,50,0,0,1,1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,7,0.02,0.00,0.02,0.04,3,0.1,537,717,537,717,-5.7,0,0,a,,,,1.5,1.5,2025-07-01,2002-11-30
244,Armstrong,Harrison,Armstrong,9,3,50,0,0,8,8,8.0,8.0,90,1,0,1,1,0,0,0,0,0,25,0.00,0.04,0.04,1.96,16,0.2,6985,1285,6985,1285,2.7,0,0,a,,,,1.5,1.5,2024-08-09,2007-01-19
245,Dibling,Tyler,Dibling,9,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,112,449,112,449,-48.9,0,0,a,,,,2.0,2.0,2025-08-25,2006-02-17
246,Röhl,Merlin,Röhl,9,3,50,0,0,3,3,3.0,3.0,90,1,0,0,1,0,0,0,0,0,12,0.00,0.06,0.06,1.96,9,0.1,305,344,305,344,0.0,0,0,a,,,,1.5,1.5,2026-06-15,2002-07-05
247,Hackney,Hayden,Hackney,9,3,55,0,0,3,3,3.0,3.0,78,1,0,0,1,0,0,0,0,0,16,0.01,0.01,0.02,1.62,7,0.3,713,1343,713,1343,-8.9,0,0,a,,,,2.0,2.0,2026-07-02,2002-06-26
248,Beto,Norberto Bercique,Gomes Betuncal,9,4,55,0,0,1,1,1.0,1.0,11,0,0,0,0,0,0,0,0,0,3,0.05,0.00,0.05,0.34,0,2.5,5240,23878,5240,23878,-34.6,0,0,a,,,,1.8,1.8,2023-08-29,1998-01-31
249,Barry,Thierno,Barry,9,4,55,0,0,8,8,8.0,8.0,78,1,1,0,1,0,0,0,0,2,37,0.45,0.09,0.54,1.62,3,2.2,61050,10785,61050,10785,22.6,0,0,a,,,,1.8,1.8,2025-07-09,2002-10-21
250,Leno,Bernd,Leno,10,1,45,0,0,2,2,2.0,2.0,90,1,0,0,0,3,0,0,3,0,11,0.00,0.00,0.00,2.24,0,3.0,6643,6620,6643,6620,0.5,0,0,a,,,,1.9,1.9,2022-08-02,1992-03-04
251,Lecomte,Benjamin,Lecomte,10,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.2,874,2215,874,2215,-4.0,0,0,a,,,,1.0,1.0,2025-07-26,1991-04-26
252,McNally,Alfie,McNally,10,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,472,397,472,397,0.0,0,0,a,,,,1.0,1.0,,
253,Andersen,Joachim,Andersen,10,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,1036,343,1036,343,0.0,0,0,a,100,,2026-07-23T12:01:23.516350Z,0.0,2.2,2024-08-23,1996-05-31
254,Robinson,Antonee,Robinson,10,2,45,0,0,1,1,1.0,1.0,81,1,0,0,0,3,0,0,0,0,4,0.13,0.04,0.17,2.21,7,1.7,7070,5857,7070,5857,1.0,0,0,a,,,,1.7,1.7,2020-08-20,1997-08-08
255,J.Cuenca,Jorge,Cuenca Barreno,10,2,45,0,0,3,3,3.0,3.0,90,1,0,0,0,3,0,0,0,0,7,0.00,0.03,0.03,2.24,10,0.0,420,127,420,127,0.1,0,0,a,,,,1.7,1.7,2024-08-03,1999-11-17
256,Tete,Kenny,Tete,10,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,232,1188,232,1188,-15.1,0,0,a,,,,1.7,1.7,2020-09-10,1995-10-09
257,Bassey,Calvin,Bassey,10,2,45,0,0,0,0,0.0,0.0,90,1,0,0,0,3,1,0,0,0,1,0.02,0.02,0.04,2.24,4,0.8,4915,3583,4915,3583,1.0,0,0,a,,,,1.7,1.7,2023-07-28,1999-12-31
258,Castagne,Timothy,Castagne,10,2,45,0,0,6,6,6.0,6.0,90,1,0,2,0,3,1,0,0,0,21,0.09,0.18,0.27,2.24,6,0.4,5375,1134,5375,1134,1.6,0,0,a,,,,1.7,1.7,2023-08-29,1995-12-05
261,Iwobi,Alex,Iwobi,10,3,55,0,0,2,2,2.0,2.0,90,1,0,0,0,3,0,0,0,0,17,0.00,0.04,0.04,2.24,10,1.0,3646,5478,3646,5478,-5.2,0,0,a,,,,2.0,2.0,2023-09-01,1996-05-03
262,Smith Rowe,Emile,Smith Rowe,10,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.4,880,2800,880,2800,-22.5,0,0,a,,,,2.0,2.0,2024-08-02,2000-07-28
263,Kevin,Kevin,Santos Lopes de Macedo,10,3,55,0,0,1,1,1.0,1.0,17,0,0,0,0,0,0,0,0,0,2,0.00,0.01,0.01,0.03,3,0.1,262,517,262,517,-20.8,0,0,a,,,,2.0,2.0,2025-09-01,2003-01-04
264,Bobb,Oscar,Bobb,10,3,55,0,0,2,2,2.0,2.0,66,1,0,0,0,3,0,0,0,0,10,0.00,0.26,0.26,2.21,6,0.3,2709,1882,2709,1882,0.5,0,0,a,,,,2.0,2.0,2026-01-30,2003-07-12
265,Berge,Sander,Berge,10,3,50,0,0,2,2,2.0,2.0,72,1,0,0,0,3,0,0,0,0,14,0.03,0.03,0.06,2.21,4,0.4,976,2052,976,2052,-8.8,0,0,a,,,,1.5,1.5,2024-08-22,1998-02-14
266,Cairney,Tom,Cairney,10,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,10,82,10,82,-35.4,0,0,i,0,Knee injury - Expected back 10 Oct,2026-08-14T18:00:06.460944Z,0.0,0.0,2015-07-07,1991-01-20
268,King,Josh,King,10,3,55,0,0,7,7,7.0,7.0,90,1,1,0,0,3,0,0,0,0,34,0.17,0.04,0.21,2.24,8,0.4,18662,1799,18662,1799,7.9,0,0,a,,,,2.0,2.0,2024-02-02,2007-01-03
269,Sessegnon,Ryan,Sessegnon,10,2,45,0,0,1,1,1.0,1.0,17,0,0,0,0,0,0,0,0,0,7,0.03,0.00,0.03,0.03,1,0.4,646,1639,646,1639,-8.8,0,0,a,,,,1.7,1.7,2024-07-26,2000-05-18
270,Reed,Harrison,Reed,10,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.5,4002,8909,4002,8909,-10.1,0,0,a,,,,1.0,1.0,2020-08-30,1995-01-27
271,Muniz,Rodrigo,Muniz Carvalho,10,4,55,0,0,1,1,1.0,1.0,8,0,0,0,0,0,0,0,0,0,6,0.02,0.00,0.02,0.03,1,0.6,1717,3910,1717,3910,-16.3,0,0,a,,,,1.8,1.8,2021-08-20,2001-05-04
272,Kusi-Asare,Jonah,Kusi-Asare,10,4,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,7.1,15713,26880,15713,26880,-3.0,0,0,a,,,,1.0,1.0,2026-06-27,2007-07-04
569,Gonzalo,Gonzalo,García,10,4,60,0,0,6,6,6.0,6.0,90,1,1,0,0,3,0,0,0,0,33,0.73,0.01,0.74,2.24,2,2.9,61020,8040,61020,8040,23.9,0,0,a,,,,2.0,2.0,2026-08-03,2004-03-24
570,Palacios,César,Palacios,10,3,55,0,0,2,2,2.0,2.0,72,1,0,0,0,3,0,0,0,0,10,0.16,0.01,0.17,2.21,4,0.2,603,1070,603,1070,-9.1,0,0,a,,,,2.0,2.0,2026-08-03,2004-11-11
580,Charles,Shea,Charles,10,3,50,0,0,1,1,1.0,1.0,23,0,0,0,0,0,0,0,0,0,5,0.00,0.00,0.00,0.03,3,0.1,255,480,255,480,-2.4,0,0,a,,,,1.5,1.5,2026-08-11,2003-11-05
610,De Fougerolles,Luc,De Fougerolles,10,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,1382,153,1382,153,0.0,0,0,a,,,,1.0,1.0,,
